model_key,mileage,engine_power,fuel,paint_color,car_type,private_parking_available,has_gps,has_air_conditioning,automatic_car,has_getaround_connect,has_speed_regulator,winter_tires,rental_price_per_day,model_key_,fuel_,paint_color_,factorized_model_key,factorized_fuel,factorized_paint_color,factorized_car_type,factorized_private_parking_available,factorized_has_gps,factorized_has_air_conditioning,factorized_automatic_car,factorized_has_getaround_connect,factorized_has_speed_regulator,factorized_winter_tires,factorized_model_key_,factorized_fuel_,factorized_paint_color_
Citroën,173160,122,diesel,grey,estate,True,True,False,False,True,False,True,114,Citroën,diesel,grey,0,0,4,2,0,0,0,0,0,1,0,0,0,4
Peugeot,80340,100,diesel,grey,estate,False,True,False,False,False,False,True,115,Peugeot,diesel,grey,1,0,4,2,1,0,0,0,1,1,0,1,0,4
Audi,234787,230,diesel,black,estate,True,True,False,True,True,True,True,139,Audi,diesel,black,4,0,0,2,0,0,0,1,0,0,0,4,0,0
Peugeot,181297,105,diesel,brown,estate,False,True,False,False,True,True,True,115,Peugeot,diesel,brown,1,0,8,2,1,0,0,0,0,0,0,1,0,8
Audi,223829,190,diesel,black,estate,True,True,True,True,True,False,True,144,Audi,diesel,black,4,0,0,2,0,0,1,1,0,1,0,4,0,0
Renault,163675,135,diesel,brown,estate,True,True,True,False,True,False,True,122,Renault,diesel,brown,3,0,8,2,0,0,1,0,0,1,0,3,0,8
Citroën,110136,120,diesel,white,estate,True,True,False,False,True,True,True,133,Citroën,diesel,white,0,0,1,2,0,0,0,0,0,0,0,0,0,1
Audi,230212,150,diesel,blue,estate,True,True,False,False,True,True,True,119,Audi,diesel,blue,4,0,5,2,0,0,0,0,0,0,0,4,0,5
Peugeot,125974,105,diesel,grey,estate,False,True,False,False,False,False,True,117,Peugeot,diesel,grey,1,0,4,2,1,0,0,0,1,1,0,1,0,4
Renault,93866,140,diesel,black,estate,False,False,False,False,False,False,False,142,Renault,diesel,black,3,0,0,2,1,1,0,0,1,1,1,3,0,0
Audi,151555,230,diesel,blue,estate,True,True,True,False,True,False,True,149,Audi,diesel,blue,4,0,5,2,0,0,1,0,0,1,0,4,0,5
Renault,132522,140,diesel,black,estate,True,True,False,False,False,True,True,144,Renault,diesel,black,3,0,0,2,0,0,0,0,1,0,0,3,0,0
Citroën,150534,135,diesel,brown,estate,False,False,False,False,False,True,True,106,Citroën,diesel,brown,0,0,8,2,1,1,0,0,1,0,0,0,0,8
Renault,194410,85,diesel,black,estate,False,True,False,False,True,False,True,92,Renault,diesel,black,3,0,0,2,1,0,0,0,0,1,0,3,0,0
Peugeot,161581,105,diesel,blue,estate,True,True,True,False,True,False,True,114,Peugeot,diesel,blue,1,0,5,2,0,0,1,0,0,1,0,1,0,5
Citroën,194748,120,diesel,black,estate,False,True,False,False,True,False,True,110,Citroën,diesel,black,0,0,0,2,1,0,0,0,0,1,0,0,0,0
Renault,165274,135,diesel,silver,estate,False,True,False,False,True,False,True,128,Renault,diesel,silver,3,0,3,2,1,0,0,0,0,1,0,3,0,3
Renault,188155,135,diesel,black,estate,False,True,False,False,True,False,True,122,Renault,diesel,black,3,0,0,2,1,0,0,0,0,1,0,3,0,0
Renault,130335,135,diesel,grey,estate,True,True,False,False,False,False,True,121,Renault,diesel,grey,3,0,4,2,0,0,0,0,1,1,0,3,0,4
Audi,148738,230,diesel,grey,estate,True,True,True,False,False,False,True,170,Audi,diesel,grey,4,0,4,2,0,0,1,0,1,1,0,4,0,4
Renault,127511,140,diesel,black,estate,True,True,False,False,True,False,True,141,Renault,diesel,black,3,0,0,2,0,0,0,0,0,1,0,3,0,0
Audi,187176,190,diesel,black,estate,False,True,False,True,True,False,True,141,Audi,diesel,black,4,0,0,2,1,0,0,1,0,1,0,4,0,0
Citroën,111523,120,diesel,black,estate,False,False,False,False,False,False,False,125,Citroën,diesel,black,0,0,0,2,1,1,0,0,1,1,1,0,0,0
Audi,218341,120,diesel,grey,estate,True,True,True,False,False,False,True,73,Audi,diesel,grey,4,0,4,2,0,0,1,0,1,1,0,4,0,4
Audi,172496,190,diesel,black,estate,True,True,True,False,True,False,True,141,Audi,diesel,black,4,0,0,2,0,0,1,0,0,1,0,4,0,0
Citroën,149390,135,diesel,white,estate,False,True,True,False,False,False,True,107,Citroën,diesel,white,0,0,1,2,1,0,1,0,1,1,0,0,0,1
Citroën,171848,120,diesel,black,estate,False,True,False,False,True,False,False,113,Citroën,diesel,black,0,0,0,2,1,0,0,0,0,1,1,0,0,0
Citroën,180574,135,diesel,white,estate,False,True,False,True,True,False,True,121,Citroën,diesel,white,0,0,1,2,1,0,0,1,0,1,0,0,0,1
Peugeot,243386,105,diesel,white,estate,False,True,False,False,False,False,True,88,Peugeot,diesel,white,1,0,1,2,1,0,0,0,1,1,0,1,0,1
Audi,123622,190,diesel,black,estate,True,True,True,True,True,False,True,160,Audi,diesel,black,4,0,0,2,0,0,1,1,0,1,0,4,0,0
Citroën,94654,135,diesel,black,estate,False,True,False,True,True,True,True,133,Citroën,diesel,black,0,0,0,2,1,0,0,1,0,0,0,0,0,0
Audi,164621,190,diesel,white,estate,True,True,True,True,True,True,True,160,Audi,diesel,white,4,0,1,2,0,0,1,1,0,0,0,4,0,1
Audi,86420,160,diesel,brown,estate,False,True,False,True,True,True,True,163,Audi,diesel,brown,4,0,8,2,1,0,0,1,0,0,0,4,0,8
Citroën,200121,135,diesel,black,estate,False,True,False,False,False,False,True,107,Citroën,diesel,black,0,0,0,2,1,0,0,0,1,1,0,0,0,0
Audi,92856,190,diesel,blue,estate,True,True,False,True,True,False,True,160,Audi,diesel,blue,4,0,5,2,0,0,0,1,0,1,0,4,0,5
Citroën,75373,135,diesel,blue,estate,False,False,False,False,False,False,False,141,Citroën,diesel,blue,0,0,5,2,1,1,0,0,1,1,1,0,0,5
Citroën,152137,135,diesel,black,estate,False,True,False,False,False,False,True,108,Citroën,diesel,black,0,0,0,2,1,0,0,0,1,1,0,0,0,0
Peugeot,165851,105,diesel,grey,estate,True,True,False,False,False,False,True,104,Peugeot,diesel,grey,1,0,4,2,0,0,0,0,1,1,0,1,0,4
Citroën,171266,120,diesel,white,estate,True,True,False,False,True,True,True,127,Citroën,diesel,white,0,0,1,2,0,0,0,0,0,0,0,0,0,1
Renault,161666,135,diesel,black,estate,False,True,True,False,True,False,True,123,Renault,diesel,black,3,0,0,2,1,0,1,0,0,1,0,3,0,0
Citroën,229128,135,diesel,white,estate,True,True,False,False,True,True,True,114,Citroën,diesel,white,0,0,1,2,0,0,0,0,0,0,0,0,0,1
Renault,168180,135,diesel,black,estate,True,True,False,False,True,True,True,126,Renault,diesel,black,3,0,0,2,0,0,0,0,0,0,0,3,0,0
Citroën,106596,135,diesel,black,estate,False,True,False,False,False,False,True,112,Citroën,diesel,black,0,0,0,2,1,0,0,0,1,1,0,0,0,0
Citroën,165599,135,diesel,black,estate,True,True,False,False,True,False,True,128,Citroën,diesel,black,0,0,0,2,0,0,0,0,0,1,0,0,0,0
Audi,159773,190,diesel,grey,estate,False,True,False,True,True,False,True,117,Audi,diesel,grey,4,0,4,2,1,0,0,1,0,1,0,4,0,4
Renault,212710,110,diesel,black,estate,True,True,False,False,False,False,True,71,Renault,diesel,black,3,0,0,2,0,0,0,0,1,1,0,3,0,0
Citroën,151246,135,diesel,silver,estate,False,True,False,False,True,True,True,115,Citroën,diesel,silver,0,0,3,2,1,0,0,0,0,0,0,0,0,3
Renault,84734,85,diesel,grey,estate,False,True,False,False,False,False,True,112,Renault,diesel,grey,3,0,4,2,1,0,0,0,1,1,0,3,0,4
Audi,121436,230,diesel,black,estate,False,True,True,True,True,True,True,177,Audi,diesel,black,4,0,0,2,1,0,1,1,0,0,0,4,0,0
Citroën,47771,135,diesel,silver,estate,False,True,False,False,False,False,True,114,Citroën,diesel,silver,0,0,3,2,1,0,0,0,1,1,0,0,0,3
Renault,164998,85,diesel,black,estate,True,True,False,False,False,False,True,105,Renault,diesel,black,3,0,0,2,0,0,0,0,1,1,0,3,0,0
Renault,109391,140,diesel,grey,estate,True,True,False,True,True,True,True,160,Renault,diesel,grey,3,0,4,2,0,0,0,1,0,0,0,3,0,4
Peugeot,185141,105,diesel,grey,estate,False,True,False,False,False,False,True,106,Peugeot,diesel,grey,1,0,4,2,1,0,0,0,1,1,0,1,0,4
Audi,140904,190,diesel,white,estate,False,True,True,False,True,True,True,144,Audi,diesel,white,4,0,1,2,1,0,1,0,0,0,0,4,0,1
Peugeot,109195,105,diesel,white,estate,False,True,False,False,True,False,True,114,Peugeot,diesel,white,1,0,1,2,1,0,0,0,0,1,0,1,0,1
Peugeot,129181,100,diesel,grey,estate,True,True,False,False,False,False,True,103,Peugeot,diesel,grey,1,0,4,2,0,0,0,0,1,1,0,1,0,4
Citroën,99600,120,diesel,blue,estate,False,True,False,False,False,False,True,120,Citroën,diesel,blue,0,0,5,2,1,0,0,0,1,1,0,0,0,5
Citroën,75254,120,diesel,blue,estate,True,True,False,False,True,False,True,122,Citroën,diesel,blue,0,0,5,2,0,0,0,0,0,1,0,0,0,5
Peugeot,124822,100,diesel,black,estate,False,True,False,False,False,False,True,102,Peugeot,diesel,black,1,0,0,2,1,0,0,0,1,1,0,1,0,0
Peugeot,198759,105,diesel,blue,estate,False,True,False,False,False,False,True,97,Peugeot,diesel,blue,1,0,5,2,1,0,0,0,1,1,0,1,0,5
Citroën,125928,135,diesel,silver,estate,False,True,True,False,False,False,True,117,Citroën,diesel,silver,0,0,3,2,1,0,1,0,1,1,0,0,0,3
Peugeot,95636,105,diesel,white,estate,True,True,False,False,True,False,True,120,Peugeot,diesel,white,1,0,1,2,0,0,0,0,0,1,0,1,0,1
Citroën,121742,135,diesel,blue,estate,False,True,True,False,True,True,True,124,Citroën,diesel,blue,0,0,5,2,1,0,1,0,0,0,0,0,0,5
Peugeot,217330,90,diesel,black,estate,True,True,False,False,False,False,True,71,Peugeot,diesel,black,1,0,0,2,0,0,0,0,1,1,0,1,0,0
Citroën,109620,120,diesel,grey,estate,False,True,False,False,True,True,True,124,Citroën,diesel,grey,0,0,4,2,1,0,0,0,0,0,0,0,0,4
Peugeot,190639,105,diesel,brown,estate,False,True,False,False,True,True,True,96,Peugeot,diesel,brown,1,0,8,2,1,0,0,0,0,0,0,1,0,8
Citroën,136093,135,diesel,white,estate,True,True,True,False,False,False,True,116,Citroën,diesel,white,0,0,1,2,0,0,1,0,1,1,0,0,0,1
Renault,146879,85,diesel,brown,estate,False,True,False,False,False,False,True,99,Renault,diesel,brown,3,0,8,2,1,0,0,0,1,1,0,3,0,8
Citroën,191556,122,diesel,blue,estate,False,True,False,False,True,True,True,112,Citroën,diesel,blue,0,0,5,2,1,0,0,0,0,0,0,0,0,5
Renault,147891,135,diesel,black,estate,False,True,False,True,True,False,True,131,Renault,diesel,black,3,0,0,2,1,0,0,1,0,1,0,3,0,0
Peugeot,198084,105,diesel,blue,estate,False,True,False,False,False,False,True,98,Peugeot,diesel,blue,1,0,5,2,1,0,0,0,1,1,0,1,0,5
Renault,80403,140,diesel,black,estate,False,False,False,False,False,False,False,141,Renault,diesel,black,3,0,0,2,1,1,0,0,1,1,1,3,0,0
Citroën,106442,135,diesel,black,estate,False,True,False,True,False,False,True,132,Citroën,diesel,black,0,0,0,2,1,0,0,1,1,1,0,0,0,0
Renault,123353,135,diesel,silver,estate,False,True,False,False,True,False,True,132,Renault,diesel,silver,3,0,3,2,1,0,0,0,0,1,0,3,0,3
Renault,161432,135,diesel,black,estate,False,True,True,False,True,False,True,122,Renault,diesel,black,3,0,0,2,1,0,1,0,0,1,0,3,0,0
Renault,85319,140,diesel,grey,estate,False,True,False,False,True,False,True,139,Renault,diesel,grey,3,0,4,2,1,0,0,0,0,1,0,3,0,4
